ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction
40344,Male,26,First-time,Business,Economy,920,0,0,0,0,5,0,2,5,1,2,1,1,4,1,1,2,Neutral or Dissatisfied
40345,Male,25,First-time,Business,Economy,920,0,0,2,2,1,2,3,2,4,3,4,4,3,2,4,4,Neutral or Dissatisfied
40346,Female,42,Returning,Business,Business,1428,1,0,4,4,2,3,4,4,5,4,2,2,4,4,4,4,Satisfied
40347,Male,20,Returning,Business,Business,1428,0,3,2,2,2,4,2,2,4,5,4,4,1,2,4,1,Satisfied
40348,Male,50,Returning,Business,Business,1428,0,0,5,3,2,5,3,5,5,5,2,1,5,3,5,5,Satisfied
40349,Female,40,Returning,Business,Business,1428,0,0,5,5,2,3,5,4,3,4,4,3,4,5,4,4,Satisfied
40350,Female,10,Returning,Business,Economy,1428,0,0,2,2,1,3,2,3,4,5,3,3,4,3,3,4,Neutral or Dissatisfied
40351,Female,47,Returning,Business,Economy,1428,27,11,4,4,5,4,4,5,3,5,2,3,5,5,5,5,Satisfied
40352,Female,37,Returning,Business,Business,1028,113,101,2,2,1,5,2,5,4,5,3,5,5,2,5,5,Satisfied
40353,Female,24,Returning,Personal,Economy,1428,0,0,4,4,1,4,4,1,2,5,2,2,3,4,2,4,Satisfied
40354,Female,32,Returning,Personal,Economy,1428,11,5,5,1,4,1,1,4,5,2,5,5,5,1,5,3,Neutral or Dissatisfied
40355,Female,39,Returning,Business,Business,1250,22,46,1,1,5,4,1,4,5,4,5,5,4,1,4,4,Satisfied
40356,Male,38,First-time,Business,Business,850,0,,3,3,1,3,4,2,5,4,1,1,4,3,1,3,Neutral or Dissatisfied
40357,Male,62,Returning,Personal,Business,1250,0,0,3,3,1,4,3,2,4,3,4,5,2,3,2,2,Neutral or Dissatisfied
40358,Female,38,First-time,Business,Economy,1250,0,0,3,3,3,3,1,1,4,2,4,4,2,3,4,2,Neutral or Dissatisfied
40359,Female,26,First-time,Business,Economy,1250,5,0,1,1,4,1,2,2,4,2,3,3,5,1,3,3,Neutral or Dissatisfied
40360,Female,25,Returning,Business,Business,2906,0,0,2,2,1,5,2,1,5,5,5,5,5,2,5,4,Satisfied
40361,Male,28,First-time,Business,Economy,1250,0,7,4,4,1,4,3,3,5,3,5,5,2,4,5,2,Neutral or Dissatisfied
40362,Female,37,First-time,Business,Economy,1250,179,165,3,3,5,5,3,4,5,4,5,3,1,3,4,4,Neutral or Dissatisfied
40363,Female,50,Returning,Business,Business,3805,0,0,4,4,2,2,4,4,5,4,3,1,4,4,4,4,Satisfied
40364,Male,51,Returning,Business,Business,1250,0,0,1,1,4,1,1,2,1,2,4,2,2,1,2,2,Satisfied
40365,Female,20,Returning,Business,Business,1250,0,7,3,3,2,2,3,4,2,1,2,2,3,3,2,1,Satisfied
40366,Male,24,Returning,Business,Economy,1250,0,0,4,1,1,1,4,2,5,1,1,1,4,1,1,4,Neutral or Dissatisfied
40367,Female,50,Returning,Business,Business,3330,3,5,3,3,3,3,3,1,4,1,1,4,1,1,1,1,Neutral or Dissatisfied
40368,Female,36,Returning,Business,Economy,1250,11,0,3,3,2,5,3,2,5,3,5,5,2,5,5,4,Satisfied
40369,Female,33,Returning,Business,Business,3954,0,16,4,4,2,2,4,3,3,3,2,1,3,4,3,3,Satisfied
40370,Male,25,Returning,Business,Business,1250,0,0,2,4,1,3,2,3,4,1,4,4,3,4,4,4,Neutral or Dissatisfied
40371,Male,44,Returning,Business,Business,2354,11,16,4,4,2,3,4,5,4,4,4,4,5,5,5,5,Neutral or Dissatisfied
40372,Female,25,First-time,Business,Economy,1250,0,6,2,2,2,2,2,5,5,1,5,5,5,2,5,4,Neutral or Dissatisfied
40373,Female,48,Returning,Business,Business,1250,0,0,4,4,4,1,4,5,3,5,4,4,5,4,5,5,Satisfied
40374,Male,45,Returning,Business,Economy,1250,0,0,4,4,3,2,4,3,2,1,2,2,3,2,2,1,Satisfied
40375,Male,46,Returning,Business,Economy,1250,11,9,1,1,1,3,1,1,3,3,3,3,2,3,3,3,Neutral or Dissatisfied
40376,Female,61,Returning,Business,Business,2162,0,0,2,2,4,4,2,2,3,2,1,4,2,2,2,2,Neutral or Dissatisfied
40377,Male,30,Returning,Business,Business,2579,0,0,5,5,3,4,5,1,4,4,4,4,1,5,4,3,Satisfied
40378,Male,75,First-time,Business,Economy,850,0,0,3,3,3,3,4,1,5,2,5,5,4,3,5,3,Neutral or Dissatisfied
40379,Female,26,Returning,Personal,Economy,1250,0,0,5,3,3,3,2,5,1,3,1,1,5,4,1,4,Neutral or Dissatisfied
40380,Male,61,Returning,Personal,Economy,1250,0,0,2,2,3,2,3,2,3,2,2,2,4,1,2,3,Neutral or Dissatisfied
40381,Female,20,Returning,Personal,Economy,1250,13,0,3,2,3,2,4,2,2,2,2,2,4,2,2,3,Neutral or Dissatisfied
40382,Female,55,Returning,Personal,Economy,1250,0,3,3,3,4,3,4,2,4,3,3,1,2,3,2,2,Neutral or Dissatisfied
40383,Male,60,Returning,Personal,Economy,1250,0,0,3,1,4,1,1,3,3,1,3,3,5,1,3,1,Neutral or Dissatisfied
40384,Female,20,Returning,Personal,Economy,1250,0,0,2,2,2,2,3,1,1,2,3,3,3,2,3,4,Neutral or Dissatisfied
40385,Female,54,Returning,Personal,Economy,1250,0,13,4,3,4,3,2,1,5,3,4,3,1,3,1,1,Neutral or Dissatisfied
40386,Male,53,Returning,Business,Economy Plus,1250,11,0,3,3,2,3,3,4,3,3,3,3,4,3,3,5,Satisfied
40387,Female,32,Returning,Business,Economy Plus,1250,0,0,3,3,1,5,3,1,5,2,5,5,3,5,5,3,Satisfied
40388,Male,41,Returning,Business,Business,175,60,68,4,4,4,5,4,5,5,5,4,3,5,4,5,5,Satisfied
40389,Female,51,Returning,Business,Business,3733,0,0,1,5,4,5,5,5,4,5,5,2,5,5,5,5,Satisfied
40390,Male,41,Returning,Business,Business,290,0,14,1,1,3,4,1,5,4,5,4,5,5,1,5,5,Satisfied
40391,Female,54,Returning,Business,Business,1905,0,0,5,5,3,4,5,5,4,4,4,2,5,5,5,5,Satisfied
40392,Male,49,First-time,Business,Business,222,0,0,1,1,5,1,3,5,5,4,5,5,4,1,5,5,Neutral or Dissatisfied
40393,Male,44,Returning,Business,Business,3317,0,0,3,3,3,5,3,4,4,4,5,5,4,3,4,4,Satisfied
40394,Male,32,First-time,Business,Business,290,0,0,1,1,3,1,4,5,2,4,2,2,4,1,2,5,Neutral or Dissatisfied
40395,Male,38,Returning,Business,Business,2494,8,17,5,5,5,4,5,5,4,5,5,5,5,5,5,5,Satisfied
40396,Female,45,Returning,Business,Business,3621,0,0,4,0,4,5,2,3,5,3,5,4,3,0,3,2,Satisfied
40397,Male,56,Returning,Business,Business,1530,0,,5,5,4,4,5,4,4,4,5,5,4,5,4,5,Satisfied
40398,Male,59,Returning,Business,Business,150,0,0,3,3,3,3,3,3,2,3,3,1,3,3,3,3,Neutral or Dissatisfied
40399,Female,39,First-time,Business,Business,150,0,22,1,1,1,1,3,1,1,3,1,1,2,1,1,3,Neutral or Dissatisfied
40400,Male,54,Returning,Business,Business,175,0,0,4,4,4,3,4,3,3,3,1,1,3,4,3,4,Neutral or Dissatisfied
40401,Female,58,Returning,Business,Business,222,0,0,5,5,4,5,5,5,5,4,4,3,5,5,5,5,Satisfied
40402,Female,42,Returning,Business,Business,188,0,1,2,2,2,3,2,3,3,3,4,4,3,2,3,2,Neutral or Dissatisfied
40403,Female,70,Returning,Personal,Business,222,0,0,0,2,3,4,3,4,1,2,2,4,4,2,4,4,Neutral or Dissatisfied
40404,Male,33,Returning,Personal,Business,290,4,2,4,3,4,3,2,3,2,3,2,2,5,3,2,4,Neutral or Dissatisfied
40405,Female,39,Returning,Business,Business,188,3,0,1,1,2,4,1,4,1,5,3,2,4,1,4,4,Satisfied
40406,Female,45,Returning,Business,Economy,222,0,,4,4,1,3,4,5,4,5,2,5,5,5,5,5,Satisfied
40407,Female,50,Returning,Business,Business,3951,0,3,1,5,3,5,1,4,2,4,4,1,4,1,4,5,Satisfied
40408,Male,41,Returning,Business,Economy,188,0,0,5,5,3,5,5,2,5,5,5,5,4,5,5,5,Satisfied
40409,Male,20,First-time,Business,Economy,150,0,0,4,1,4,1,2,2,1,4,1,1,1,0,1,5,Satisfied
40410,Female,43,Returning,Business,Business,2920,0,0,4,3,1,2,4,5,2,5,5,5,5,4,5,4,Satisfied
40411,Male,53,Returning,Business,Economy,175,0,0,3,3,4,3,3,1,3,4,3,3,4,3,3,2,Satisfied
40412,Male,23,First-time,Business,Economy,290,0,0,3,0,1,0,4,3,4,2,4,4,4,0,4,3,Satisfied
40413,Male,27,First-time,Business,Economy,188,0,0,0,2,2,2,3,4,4,2,4,4,2,2,4,4,Neutral or Dissatisfied
40414,Male,37,Returning,Business,Economy,461,0,5,4,4,3,5,4,1,5,4,5,5,4,5,5,4,Satisfied
40415,Female,23,First-time,Business,Economy,461,0,5,1,4,3,4,3,3,4,4,4,4,2,4,4,3,Neutral or Dissatisfied
40416,Male,41,Returning,Business,Economy,290,0,0,1,1,1,4,1,2,4,3,4,4,4,4,4,1,Satisfied
40417,Female,43,Returning,Business,Business,2076,0,5,4,4,3,3,4,4,3,4,4,4,4,4,4,5,Satisfied
40418,Female,33,Returning,Business,Economy,188,0,12,1,4,2,5,1,2,5,5,5,5,3,5,5,1,Satisfied
40419,Female,57,Returning,Business,Business,1936,0,0,2,2,1,4,2,5,2,5,4,1,5,2,5,4,Satisfied
40420,Male,41,Returning,Business,Business,2214,0,0,4,4,3,5,4,4,4,4,4,5,4,4,4,4,Satisfied
40421,Female,34,Returning,Business,Business,188,0,0,3,3,3,5,3,5,1,5,3,2,5,3,5,4,Satisfied
40422,Female,23,Returning,Business,Business,290,0,0,1,1,4,1,1,2,1,5,1,1,3,1,1,4,Neutral or Dissatisfied
40423,Male,53,Returning,Business,Business,2280,0,0,3,3,1,3,3,4,5,5,3,3,4,3,4,4,Satisfied
40424,Female,45,Returning,Business,Economy,461,0,6,3,3,5,2,3,5,3,5,4,2,5,5,5,5,Satisfied
40425,Male,48,Returning,Business,Economy,175,0,0,4,4,4,2,4,5,2,3,2,2,5,2,2,2,Satisfied
40426,Female,52,Returning,Business,Business,3488,0,0,4,2,3,5,2,5,2,5,4,1,5,2,5,5,Satisfied
40427,Male,27,Returning,Business,Business,175,0,0,4,0,1,2,4,2,3,2,2,2,1,0,2,5,Satisfied
40428,Male,27,First-time,Business,Economy,188,0,11,0,5,1,5,3,2,5,4,5,5,2,5,5,4,Satisfied
40429,Male,28,Returning,Business,Business,3850,0,22,1,1,5,5,1,1,4,2,5,5,2,1,5,3,Satisfied
40430,Female,29,Returning,Business,Economy,222,0,0,1,1,1,1,3,3,1,5,1,1,5,0,1,3,Satisfied
40431,Male,34,Returning,Business,Business,175,0,2,3,3,4,5,3,3,5,4,1,1,3,3,3,4,Satisfied
40432,Male,38,Returning,Business,Business,222,0,0,2,2,5,4,2,5,3,5,5,3,5,2,5,5,Satisfied
40433,Male,21,First-time,Business,Economy,175,0,0,4,5,2,5,4,3,4,3,4,4,1,4,4,3,Neutral or Dissatisfied
40434,Male,44,Returning,Business,Business,3383,70,,2,3,5,2,2,5,4,5,4,2,5,2,5,5,Satisfied
40435,Female,37,First-time,Business,Economy,188,0,0,2,2,2,2,4,2,4,3,4,4,4,2,4,3,Neutral or Dissatisfied
40436,Male,34,Returning,Business,Business,2156,0,0,4,4,4,4,4,4,5,4,3,4,4,4,4,4,Satisfied
40437,Male,45,Returning,Business,Economy,188,0,0,4,4,3,4,4,4,4,1,4,4,2,4,4,2,Satisfied
40438,Male,22,First-time,Business,Business,222,0,0,0,4,4,4,2,5,5,1,5,5,4,4,5,3,Satisfied
40439,Female,50,Returning,Business,Business,1772,66,62,3,3,4,3,3,3,4,3,4,2,3,4,3,4,Neutral or Dissatisfied
40440,Female,55,First-time,Business,Economy,188,0,0,2,2,3,2,3,2,2,4,2,2,4,2,2,3,Neutral or Dissatisfied
40441,Male,21,First-time,Business,Economy,188,0,0,5,2,2,2,4,2,5,5,5,5,3,2,5,5,Neutral or Dissatisfied
40442,Male,53,Returning,Business,Economy,461,0,0,2,2,2,4,2,1,4,5,4,4,5,4,4,4,Satisfied
40443,Female,20,First-time,Business,Economy,290,0,0,0,3,3,3,1,1,5,2,5,5,5,3,5,4,Neutral or Dissatisfied
40444,Female,62,Returning,Business,Economy,290,0,1,1,1,2,4,1,5,4,5,1,3,5,5,5,5,Satisfied
40445,Female,52,Returning,Business,Economy,461,0,0,1,1,1,3,1,4,3,4,2,5,4,4,4,4,Neutral or Dissatisfied
40446,Male,32,Returning,Business,Business,150,0,0,4,0,1,1,3,4,1,2,4,4,1,0,4,3,Satisfied
40447,Male,44,Returning,Business,Business,222,0,0,2,3,5,4,2,4,5,4,1,5,4,2,4,5,Satisfied
40448,Female,38,First-time,Business,Economy,150,0,0,0,3,3,3,1,3,3,1,3,3,5,2,3,4,Neutral or Dissatisfied
40449,Male,49,Returning,Business,Business,175,0,12,3,3,4,3,3,2,3,2,2,2,2,3,2,3,Neutral or Dissatisfied
40450,Male,51,Returning,Business,Business,3033,0,0,5,5,1,3,5,4,4,4,4,2,4,5,4,3,Satisfied
40451,Female,44,Returning,Business,Economy,461,0,0,4,4,1,3,4,4,1,4,1,2,4,4,4,4,Satisfied
40452,Female,38,Returning,Business,Economy,150,0,0,3,3,2,4,3,3,4,4,4,4,2,4,4,2,Satisfied
40453,Female,39,Returning,Business,Business,175,0,0,1,5,4,1,1,5,3,5,3,4,5,1,5,5,Satisfied
40454,Male,32,First-time,Business,Economy,290,0,0,5,2,5,2,3,2,5,4,5,5,1,2,5,4,Neutral or Dissatisfied
40455,Male,55,Returning,Business,Economy,222,0,0,1,4,4,3,1,4,3,5,3,3,3,3,3,3,Neutral or Dissatisfied
40456,Female,71,Returning,Business,Business,2939,0,0,1,1,3,3,1,1,4,1,1,5,1,1,1,1,Neutral or Dissatisfied
40457,Male,37,Returning,Business,Business,222,0,0,1,5,1,5,1,4,4,4,5,1,4,1,4,4,Satisfied
40458,Female,25,First-time,Business,Economy,150,0,0,0,2,1,2,3,4,2,1,4,4,4,2,4,3,Neutral or Dissatisfied
40459,Female,37,First-time,Business,Economy,188,32,18,0,1,2,1,3,4,4,4,4,4,3,1,4,3,Neutral or Dissatisfied
40460,Female,53,Returning,Business,Economy,188,0,16,4,4,2,3,4,2,3,2,1,1,2,2,2,2,Neutral or Dissatisfied
40461,Male,37,First-time,Business,Economy,290,0,0,3,1,3,1,3,1,1,1,1,1,3,1,1,4,Neutral or Dissatisfied
40462,Female,25,First-time,Business,Economy,222,0,5,1,2,2,2,2,2,5,2,3,3,2,2,3,2,Neutral or Dissatisfied
40463,Female,49,Returning,Business,Business,175,0,0,5,5,1,3,5,5,4,5,3,1,5,5,5,3,Satisfied
40464,Female,31,Returning,Business,Business,3307,0,0,5,0,2,2,1,5,2,5,2,2,2,0,2,3,Satisfied
40465,Male,27,First-time,Business,Economy,188,0,0,1,3,4,3,4,1,2,3,2,2,3,3,2,4,Neutral or Dissatisfied
40466,Female,34,Returning,Business,Business,2891,0,0,5,4,4,5,5,5,1,5,1,5,5,5,5,5,Satisfied
40467,Female,22,First-time,Business,Economy,222,0,0,0,3,1,3,1,1,5,5,5,5,2,3,5,3,Neutral or Dissatisfied
40468,Female,53,Returning,Business,Economy,222,0,0,4,4,1,4,4,4,3,4,1,2,4,4,4,4,Neutral or Dissatisfied
40469,Male,46,Returning,Business,Business,2649,0,0,4,4,1,3,4,4,5,4,2,2,4,4,4,4,Satisfied
40470,Male,54,Returning,Business,Business,1642,0,0,1,1,5,3,1,4,2,4,5,5,4,1,4,3,Satisfied
40471,Female,57,Returning,Business,Business,3423,0,0,4,0,5,3,3,2,3,2,2,3,2,0,2,2,Satisfied
40472,Male,25,First-time,Business,Economy,175,0,0,0,3,4,3,2,3,2,3,2,2,1,3,2,3,Neutral or Dissatisfied
40473,Male,35,First-time,Business,Economy,188,0,20,0,3,1,3,4,5,1,4,1,1,2,3,1,2,Neutral or Dissatisfied
40474,Male,26,First-time,Business,Economy,175,39,35,0,2,3,2,3,1,2,5,2,2,4,2,2,5,Neutral or Dissatisfied
40475,Female,37,Returning,Business,Business,1966,0,0,1,5,1,3,5,4,5,4,1,1,4,5,4,4,Satisfied
40476,Male,41,Returning,Business,Business,3155,0,14,2,2,1,4,2,3,4,3,4,4,3,3,3,3,Neutral or Dissatisfied
40477,Female,21,Returning,Business,Business,222,0,,5,5,4,1,5,1,2,1,1,1,1,2,1,2,Neutral or Dissatisfied
40478,Male,24,Returning,Business,Economy,175,0,0,5,4,2,5,5,1,3,1,5,5,4,5,5,1,Satisfied
40479,Male,24,Returning,Business,Business,222,0,0,4,4,4,5,4,4,4,4,5,5,3,4,5,5,Satisfied
40480,Male,28,Returning,Personal,Economy,222,0,,3,0,4,0,4,1,4,1,2,2,3,0,2,3,Satisfied
40481,Male,14,Returning,Personal,Economy,222,4,0,5,0,3,0,1,3,3,3,3,3,2,5,3,2,Satisfied
40482,Female,13,Returning,Personal,Economy,188,0,0,4,3,5,3,4,4,1,5,1,1,4,3,1,5,Neutral or Dissatisfied
40483,Female,58,Returning,Personal,Economy,175,0,1,4,3,3,4,2,4,4,3,5,5,4,3,4,4,Neutral or Dissatisfied
40484,Female,65,Returning,Personal,Economy,175,62,71,5,0,3,4,4,1,5,0,5,3,1,2,1,1,Neutral or Dissatisfied
40485,Female,10,Returning,Personal,Economy,175,0,0,2,2,3,2,3,1,2,5,4,4,3,2,4,2,Neutral or Dissatisfied
40486,Female,54,Returning,Personal,Economy,461,0,3,5,3,3,3,2,5,1,3,5,3,5,3,5,5,Neutral or Dissatisfied
40487,Male,14,Returning,Personal,Economy,188,148,129,5,1,5,5,4,3,5,4,5,1,5,1,5,5,Neutral or Dissatisfied
40488,Male,48,Returning,Personal,Economy,188,0,0,4,0,5,0,3,4,4,5,4,4,4,2,4,5,Neutral or Dissatisfied
40489,Female,35,Returning,Personal,Economy,222,0,0,4,2,1,2,2,1,3,1,2,2,3,2,2,3,Neutral or Dissatisfied
40490,Female,14,Returning,Personal,Economy,175,0,0,5,2,3,2,4,5,3,3,3,3,4,2,3,4,Neutral or Dissatisfied
40491,Female,39,Returning,Personal,Economy,461,0,0,5,2,2,2,4,2,5,3,5,5,4,2,5,3,Neutral or Dissatisfied
40492,Male,18,Returning,Personal,Economy,175,0,0,4,0,2,0,3,3,2,3,5,5,3,3,5,4,Neutral or Dissatisfied
40493,Male,31,Returning,Personal,Economy,188,0,4,4,0,4,0,1,4,3,2,3,3,5,3,3,5,Neutral or Dissatisfied
40494,Female,16,Returning,Personal,Economy,461,0,0,5,4,5,4,2,2,2,3,2,2,5,4,2,1,Neutral or Dissatisfied
40495,Male,52,Returning,Personal,Economy,188,0,0,4,5,4,5,5,3,5,4,5,5,5,5,5,4,Satisfied
40496,Male,27,Returning,Personal,Economy,290,0,0,5,2,4,2,5,4,5,5,5,5,5,2,5,5,Neutral or Dissatisfied
40497,Female,10,Returning,Personal,Economy,175,0,0,4,2,3,2,4,3,5,3,5,5,5,2,5,5,Neutral or Dissatisfied
40498,Female,40,Returning,Personal,Economy,461,0,0,4,3,5,3,1,4,2,3,2,2,4,3,2,4,Neutral or Dissatisfied
40499,Female,11,Returning,Personal,Economy,461,0,0,5,1,3,1,2,5,1,3,1,1,5,1,1,5,Neutral or Dissatisfied
40500,Female,56,Returning,Personal,Economy,188,0,0,5,2,4,5,5,3,4,2,3,2,3,2,3,3,Neutral or Dissatisfied
40501,Male,58,Returning,Personal,Economy,222,16,10,3,2,2,2,4,1,4,2,5,5,4,2,5,3,Neutral or Dissatisfied
40502,Male,28,Returning,Personal,Economy,188,0,0,5,3,4,3,4,3,3,3,3,3,5,3,3,4,Neutral or Dissatisfied
40503,Male,58,Returning,Personal,Economy,461,0,0,4,2,4,2,1,5,5,5,5,5,2,2,5,2,Neutral or Dissatisfied
40504,Male,16,Returning,Personal,Economy,461,0,0,4,2,5,2,3,5,2,3,2,2,4,2,2,4,Neutral or Dissatisfied
40505,Male,10,Returning,Personal,Economy,290,5,0,4,3,3,3,3,3,5,5,4,4,4,3,4,5,Neutral or Dissatisfied
40506,Female,62,Returning,Personal,Economy,150,0,0,5,2,4,4,4,3,5,2,3,5,3,2,3,3,Neutral or Dissatisfied
40507,Female,17,Returning,Personal,Economy,175,0,0,4,1,2,1,4,5,1,2,1,1,5,1,1,4,Neutral or Dissatisfied
40508,Female,70,Returning,Personal,Economy,188,0,0,4,2,5,5,3,4,5,2,3,5,4,2,4,4,Neutral or Dissatisfied
40509,Female,56,Returning,Personal,Economy,175,0,0,1,3,4,4,4,4,3,3,1,3,4,3,4,4,Neutral or Dissatisfied
40510,Female,66,Returning,Personal,Economy,188,0,0,3,1,3,3,2,5,3,1,2,1,5,1,5,5,Neutral or Dissatisfied
40511,Male,54,Returning,Personal,Economy,222,0,0,1,4,3,4,4,1,5,5,1,1,4,4,1,3,Neutral or Dissatisfied
40512,Female,39,Returning,Business,Economy Plus,175,0,0,5,5,1,4,5,1,4,3,4,4,4,4,4,3,Satisfied
40513,Male,16,Returning,Business,Economy Plus,175,0,0,4,4,1,5,4,4,5,1,5,5,5,5,5,2,Satisfied
40514,Male,59,Returning,Business,Economy Plus,175,0,0,1,1,3,5,1,3,5,5,5,5,5,5,5,3,Satisfied
40515,Female,40,Returning,Business,Economy Plus,222,0,0,3,5,2,5,3,4,4,2,4,4,5,4,4,2,Satisfied
40516,Female,61,Returning,Business,Economy Plus,150,0,0,4,4,3,2,4,4,3,4,3,4,4,4,4,4,Satisfied
40517,Female,58,Returning,Business,Economy Plus,175,0,0,3,3,3,3,3,2,3,3,1,5,2,3,2,2,Neutral or Dissatisfied
40518,Female,51,Returning,Business,Economy Plus,461,0,0,4,4,2,1,4,5,1,5,1,4,5,5,5,5,Satisfied
40519,Female,20,Returning,Business,Economy Plus,188,0,0,3,3,2,3,3,4,4,4,3,3,4,3,3,3,Neutral or Dissatisfied
40520,Female,77,Returning,Business,Economy Plus,175,57,52,5,5,4,3,5,2,3,1,1,2,2,1,2,2,Neutral or Dissatisfied
40521,Male,33,Returning,Personal,Economy Plus,290,9,4,5,0,3,0,3,5,4,5,4,4,4,0,4,4,Satisfied
40522,Male,45,Returning,Personal,Economy Plus,290,0,3,4,4,4,4,3,3,3,5,3,3,5,4,3,5,Neutral or Dissatisfied
40523,Female,34,Returning,Personal,Economy Plus,150,0,0,4,4,3,4,1,5,4,5,4,4,4,4,4,5,Neutral or Dissatisfied
40524,Male,58,Returning,Personal,Economy Plus,188,0,0,3,3,4,3,2,2,1,4,5,5,2,3,5,1,Neutral or Dissatisfied
40525,Female,27,Returning,Personal,Economy Plus,175,0,0,5,4,5,4,5,5,4,3,4,4,5,4,4,5,Neutral or Dissatisfied
40526,Male,58,Returning,Business,Business,391,0,0,1,1,3,5,1,5,4,5,3,2,5,1,5,5,Satisfied
40527,Female,24,First-time,Business,Economy,517,0,0,5,1,5,1,3,3,1,5,1,1,5,0,1,5,Satisfied
40528,Male,45,Returning,Business,Business,391,41,43,5,5,5,5,5,5,4,5,4,2,5,5,5,5,Satisfied
40529,Female,46,Returning,Business,Business,391,0,0,1,1,3,5,1,4,4,4,4,4,4,1,4,4,Satisfied
40530,Male,24,First-time,Business,Business,391,0,0,0,5,5,5,4,5,1,4,1,1,5,5,1,4,Satisfied
40531,Male,34,Returning,Personal,Business,391,25,25,5,3,3,4,4,1,5,3,4,3,1,3,1,1,Neutral or Dissatisfied
40532,Male,70,Returning,Personal,Business,216,7,1,4,4,3,5,3,4,5,4,5,4,4,4,4,4,Neutral or Dissatisfied
40533,Male,47,First-time,Business,Economy,391,0,0,0,2,3,2,1,5,3,4,3,3,4,2,3,3,Neutral or Dissatisfied
40534,Female,47,Returning,Business,Economy,391,0,0,3,3,3,3,3,2,5,2,4,3,2,2,2,2,Satisfied
40535,Male,55,Returning,Business,Economy,411,0,0,3,3,1,5,3,4,5,2,5,5,5,5,5,2,Satisfied
40536,Male,60,Returning,Business,Economy,391,0,0,5,5,1,2,5,3,2,3,2,2,1,2,2,1,Satisfied
40537,Female,23,First-time,Business,Economy,391,0,0,3,5,5,3,1,5,2,3,5,5,4,5,5,5,Satisfied
40538,Female,24,First-time,Business,Economy,216,0,0,4,3,1,3,3,3,3,5,3,3,5,3,3,1,Neutral or Dissatisfied
40539,Male,39,First-time,Business,Economy,517,66,69,3,2,4,2,1,3,1,2,1,1,3,2,1,4,Neutral or Dissatisfied
40540,Female,32,Returning,Business,Business,3666,0,0,5,0,5,5,2,4,5,3,5,5,1,0,5,4,Satisfied
40541,Female,49,Returning,Business,Business,2429,0,0,1,1,5,5,1,5,2,5,3,5,5,1,5,5,Satisfied
40542,Male,46,Returning,Business,Business,2045,0,0,3,3,2,4,3,4,5,4,5,5,4,3,4,4,Satisfied
40543,Male,55,Returning,Business,Economy,216,0,0,2,2,2,5,2,3,4,1,4,4,1,5,4,1,Satisfied
40544,Female,33,Returning,Business,Business,391,0,0,4,4,2,2,4,5,4,5,1,4,5,4,5,5,Satisfied
40545,Male,45,Returning,Business,Economy,391,1,14,2,2,5,4,2,3,4,2,4,4,1,4,4,2,Satisfied
40546,Female,46,First-time,Business,Economy,391,1,0,0,1,5,1,1,3,4,4,4,4,1,1,4,1,Neutral or Dissatisfied
40547,Female,43,Returning,Business,Business,3580,0,0,4,4,4,5,4,5,3,5,5,3,5,4,5,5,Satisfied
40548,Female,59,Returning,Business,Economy,411,0,0,1,1,1,4,1,5,5,5,3,5,5,5,5,5,Satisfied
40549,Male,53,Returning,Business,Business,391,4,0,1,1,5,3,1,5,1,5,5,4,5,1,5,5,Satisfied
40550,Female,24,Returning,Business,Business,2961,0,7,2,4,5,4,2,5,4,3,4,4,1,2,4,4,Satisfied
40551,Male,38,Returning,Business,Business,2661,22,13,3,3,4,1,3,5,2,5,3,2,5,3,5,5,Satisfied
40552,Female,47,Returning,Business,Business,517,29,12,2,2,3,4,2,4,5,4,1,5,4,2,4,4,Satisfied
40553,Female,36,Returning,Business,Business,517,11,2,2,5,3,3,2,5,1,5,4,4,5,2,5,5,Satisfied
40554,Female,49,Returning,Business,Business,3864,0,0,2,2,2,4,2,3,4,2,2,3,3,3,3,3,Neutral or Dissatisfied
40555,Female,54,Returning,Business,Economy,517,57,48,1,1,2,3,1,4,3,4,2,4,4,4,4,4,Satisfied
40556,Male,38,First-time,Business,Economy,391,0,0,4,4,3,4,1,1,2,3,2,2,2,4,2,5,Neutral or Dissatisfied
40557,Female,56,Returning,Business,Business,3361,0,0,4,4,1,4,4,5,1,5,5,4,5,4,5,5,Satisfied
40558,Male,22,First-time,Business,Economy,517,0,0,3,4,5,4,4,5,2,2,2,2,2,4,2,4,Satisfied
40559,Female,24,Returning,Business,Business,391,9,7,1,1,2,5,1,5,5,2,5,5,3,1,5,3,Satisfied
40560,Female,32,First-time,Business,Economy,391,0,0,4,3,3,3,3,3,5,3,2,2,4,3,2,4,Neutral or Dissatisfied
40561,Female,44,Returning,Business,Business,1815,0,0,3,3,4,3,3,5,1,5,5,4,5,3,5,5,Satisfied
40562,Female,49,Returning,Business,Business,1945,23,16,5,5,2,4,5,4,4,4,4,2,4,5,4,4,Satisfied
40563,Male,46,Returning,Business,Economy,216,0,0,4,5,2,4,5,5,4,5,4,4,4,4,4,3,Satisfied
